location,built_area_sqft,bhk,bathrooms,lift,air_conditioner,parking,gym,security,water_supply,rent
Latur,3312.485105050035,1,1,1,1,1,1,0,0,119542.04313273614
Alappuzha,928.9189249015748,1,3,0,0,1,1,0,1,46426.20184443206
Balasore,1633.5225274810775,3,3,0,1,0,0,1,1,103440.84405712728
Cheepurupalli,3512.772118689304,4,1,0,0,1,0,1,0,97119.40208243112
Ulhasnagar,957.7311201163935,4,2,0,1,1,0,1,1,98680.74371893975
Hazaribagh,697.8526082254837,2,1,1,0,1,0,1,0,40638.16147141381
Bilaspur,2144.336782288039,4,1,0,1,0,1,1,1,139284.72279524207
Sonipat,1488.7102406027311,3,3,0,1,1,0,1,1,90609.74688388457
Thane,2428.270112141875,3,3,0,0,1,0,1,0,149122.3707710404
Surat,3293.6976057405104,3,1,1,1,0,1,0,0,168851.64635247723
Duvvada,893.7345573498753,2,2,0,0,0,0,0,0,55555.26926883335
Aganampudi,2490.516704395426,1,1,1,1,0,0,0,0,116330.6278706435
Nellimarla,2219.83153740351,4,1,0,1,0,1,1,0,111170.8167299226
Dabagardens,918.6836296475184,3,2,1,0,0,1,1,0,80470.69994372077
Ujjain,2646.394547904337,3,1,0,1,1,1,0,1,145174.8859245933
Wardha,1385.1055042987778,1,1,1,1,0,1,0,0,82368.78063040557
Kanpur,2156.2035467584446,3,3,0,0,0,1,1,1,125742.97882541161
Parbhani,696.1803673974227,4,2,1,1,0,1,1,0,69356.92998360959
Palakkad,2054.502605969043,2,3,1,0,0,1,1,1,114047.01960524847
Sitamarhi,1503.268484954153,3,3,0,0,0,0,1,1,81702.10155674309
Kothavalasa,3360.5723602672756,4,2,1,0,0,0,1,0,192520.89377817878
Mysuru,605.1234171905257,3,2,1,1,0,1,1,1,61842.79456336732
Durgapur,1906.9861897059877,1,1,0,1,0,0,1,1,70958.11631872595
Raipur,2050.3531268731767,3,3,0,0,1,1,1,1,107286.7710196469
Buxar,3010.0218746768273,3,2,1,1,1,0,0,0,130282.72965395768
Chandrapur,2467.4352703247596,2,3,0,0,1,1,1,0,182132.25641300273
Kanpur,2801.9644138990516,1,3,0,1,0,0,1,1,193005.30723428098
Tekkali,3197.377428346322,1,2,0,0,0,1,1,0,115866.3008312191
Palakkad,3503.9307051694796,2,1,1,0,0,0,0,0,206939.4606725895
Hosur,1529.9517882008938,3,3,1,1,1,1,0,1,96158.45961089806
Jammu,2336.8817393100508,4,2,1,0,0,0,1,1,98184.57114091067
Palwal,3424.3890823811194,1,1,1,0,0,0,0,0,118934.86910549481
Morena,3962.024071474203,1,3,1,1,0,1,0,0,256685.29496371633
Kottayam,3602.269519757547,3,2,1,0,1,0,0,0,195367.70536069377
Salem,1737.2821454477564,3,3,1,0,1,0,1,1,54441.829838034726
Sikar,1102.5994619871415,1,2,0,1,0,0,1,0,40600.80758735584
Ranchi,2161.813134663719,3,2,1,0,1,0,1,0,110573.33983510676
Ranipet,3069.9092266097523,4,3,1,0,0,0,1,0,227549.53743858336
Rushikonda,2173.2486547118715,1,3,0,0,0,1,1,1,143720.0086355675
Lucknow,2139.4511079292065,4,2,0,0,1,1,1,1,103976.03997569894
Rewa,3417.629515894482,4,1,0,0,1,0,1,1,223924.74145420434
Asansol,1701.0536046418708,3,3,1,0,1,1,0,0,131560.70036800526
Guwahati,3495.260829321924,4,2,0,0,1,0,1,0,272412.97083520377
Hazaribagh,1864.4972834262048,3,2,1,0,0,1,1,1,92367.44553355016
Alappuzha,1581.6391804420218,2,1,1,1,0,0,1,0,67044.22512431529
Jagadamba Junction,2034.3636803189165,3,1,1,0,1,0,1,0,161303.66234999528
Nawada,3144.8090512295266,4,1,0,0,1,0,1,0,90910.17448854697
Silchar,853.6073003103794,2,3,0,1,0,0,1,1,42103.871753006315
Ludhiana,1107.1091771392626,3,2,1,0,0,1,1,0,71325.87484097137
Pune,3825.201372387131,4,2,1,0,0,1,1,0,245979.50421305397
Mysore,1031.7698585728865,1,2,1,0,0,1,0,1,62443.608149775784
Chintalagraharam,2443.818344551796,1,1,0,0,1,0,0,0,86452.7913719555
Rewa,2485.5320799829765,3,2,1,0,1,1,1,1,115580.29611681591
Baddi,2162.6480633808815,3,3,0,0,1,1,1,0,206522.7681556211
Anantnag,2721.082894876547,1,1,1,1,0,0,0,1,68030.0430073092
Aganampudi,1227.3762128714263,4,1,0,1,0,0,1,1,84348.18098417378
Chandrapur,2389.5841639962937,4,1,1,1,1,0,1,0,124737.79112787289
Udhagamandalam,1739.8237188888297,4,1,0,1,1,1,0,0,179790.76615186047
Nellimarla,2782.0021346650806,3,3,0,1,1,1,1,1,81743.88297588691
Rajam,908.4047561433381,2,2,0,0,0,0,1,0,47425.93759453773
Kharagpur,2455.1587006221143,2,3,0,0,1,1,1,1,208844.82881379296
Jagadamba Junction,1066.9732793799653,2,2,0,0,0,0,0,0,59787.33047424178
Balasore,1403.115027214131,2,3,0,0,1,1,0,0,78746.19329704186
Jammu,1187.3552811648997,2,1,1,0,1,0,1,0,89987.99186934585
Palasa,1058.2160075277416,3,1,1,1,1,1,0,0,75807.16266541887
Tiruvannamalai,3372.5594256184013,3,3,1,1,0,1,0,1,265694.9722363802
Firozabad,1428.5472435792053,2,3,1,0,0,1,0,1,56927.67089387557
Dindigul,3737.6456147120175,3,2,0,0,0,0,1,0,120998.66306481423
Nadiad,3891.735491242687,3,3,1,0,0,0,0,0,99761.76288649629
Moradabad,2456.5376917735503,2,3,0,1,0,0,0,0,113478.86326949456
Chandigarh,914.804041596615,4,2,0,1,0,1,0,0,74288.57692534418
Vapi,1748.3736761664925,3,2,0,0,1,0,1,0,92147.22950599102
Sikar,3271.8361480535705,4,2,1,1,0,1,0,1,118106.8673417791
Aizawl,1722.6066233094537,3,3,0,0,1,0,0,1,65887.46036254388
Unnao,713.2619858900396,3,2,1,1,0,0,1,0,39473.019907533235
Hyderabad,2404.4256793414766,2,1,1,1,1,1,0,1,211659.76475525214
Saharsa,3442.435065385725,3,1,1,0,1,1,0,1,165518.54343175484
Poorna Market,3265.3349937166086,1,1,1,1,0,0,0,0,129081.31048238579
Katni,1030.4433044692717,1,3,1,1,1,0,1,1,60738.0097332731
Dewas,2821.9526118848803,2,1,0,0,0,1,1,1,80455.53627216342
Korba,1193.8153483683295,4,3,0,1,0,1,0,1,117072.4838057032
Asansol,1185.54712438782,4,3,1,0,0,0,0,1,104038.84907315446
Narsipatnam,3546.6583838986667,4,1,0,1,0,1,0,0,108765.79866426025
Nadiad,1298.8082298648287,1,2,1,0,1,0,0,1,70468.55827775715
Rajam,1347.6904474648404,4,3,0,0,0,0,0,1,83845.28679139052
Alappuzha,402.3522067406784,4,1,0,1,1,0,0,1,50641.45157190641
Udaipur,3534.4085228518634,2,3,0,1,1,1,1,0,227298.25609261479
Nizamabad,3253.341327552885,4,2,0,0,1,0,0,1,145102.48610735807
Tekkali,2658.3841663264407,1,2,0,1,0,0,0,1,79660.28301097044
Jagdalpur,3100.956750179832,1,1,0,1,1,1,0,1,84914.80904318187
MVP Colony,947.3748427281705,1,3,0,1,0,1,1,0,46543.389122216584
Jamshedpur,2049.9649405152713,2,3,0,0,1,1,0,0,112318.36900674838
Karauli,1664.389794455611,2,3,0,0,0,0,1,0,118930.86383623231
Tumkur,737.5954945252594,3,3,0,0,0,1,0,0,39401.0263661955
Gajapathinagaram,2150.0697467737264,4,1,0,1,0,1,0,0,95046.24454894786
Baripada,3714.6627412334874,2,2,0,1,0,0,0,1,142036.47752774597
Karimnagar,544.2128285825002,1,1,0,0,1,0,0,0,38087.8657443709
Saharsa,1449.259288577658,1,3,1,0,1,0,0,1,94000.14890083655
Prayagraj,1147.1473703405325,2,3,0,1,0,0,0,0,55706.13201163881
Aganampudi,1257.3279531965068,2,2,0,1,1,1,1,0,83170.66792472247
Tuni,3670.364386765751,2,3,0,1,0,0,0,0,165342.16508881713
Jorhat,2085.0485952434447,3,1,0,1,0,1,0,1,154222.1931032835
Navsari,2078.6778865833476,1,1,0,0,1,0,0,1,108054.09870813684
Bhimavaram,3138.0723128390164,3,2,0,1,0,0,1,1,125125.24607481014
Ranipet,956.1719344177329,3,1,1,1,0,1,0,0,67933.02344159404
Seethammadhara,2154.1552747601827,4,1,1,0,0,1,1,0,137427.73782486675
Ulhasnagar,1947.946770835815,1,1,1,0,0,1,0,0,96173.62360890208
Bokaro,2548.878485967962,1,1,0,1,0,0,0,0,72381.96084466373
Yadgir,3998.407731701579,2,3,0,0,1,0,1,0,250238.4995435985
Chandigarh,3170.0160186953694,2,1,0,1,1,1,1,0,319339.5462691309
Sehore,1832.3165308627379,4,2,1,1,1,1,0,1,74748.93027809204
Lucknow,3379.190988186569,3,2,0,0,0,0,1,1,209868.88720256044
Kanpur,1014.5501079249286,2,1,0,0,0,1,1,0,74643.25260360465
Narasaraopet,509.66927071225643,2,2,1,1,0,1,0,1,48680.63919409481
Tirunelveli,1136.014140871383,1,1,1,0,0,0,0,1,82084.59698632393
Nellimarla,1625.4816020113349,1,2,0,1,0,1,0,1,76995.54582599892
Dindigul,2238.0907268544156,2,2,0,1,0,0,1,0,112759.02793594307
Bharatpur,2614.4649059483195,1,1,0,1,1,0,0,0,95489.7957478644
Dindigul,3678.1805819719184,4,1,0,0,0,0,0,0,186415.48149959973
Satara,2235.4744343816474,2,3,1,1,1,1,1,0,186910.14830234952
Pune,2204.592320652626,1,1,0,1,0,1,1,1,175216.97449464147
Bangalore,580.8748353627357,4,1,0,1,1,1,0,0,42705.03170523596
Coimbatore,525.6815895624057,1,3,1,0,0,1,1,0,21731.04454163942
Salem,2384.175862898939,1,1,0,1,1,0,1,0,101857.16751006205
Kolar,1977.4430076940403,1,1,0,1,1,0,1,1,81097.29397401276
Prayagraj,3421.049421929075,2,3,1,1,0,1,0,1,71447.54653588257
Rewa,978.4465049626426,3,1,1,0,0,1,0,1,51977.69012308352
Thoothukudi,489.89798362137856,1,1,0,1,1,1,0,1,31258.110836402895
Asilmetta,2016.5395645484532,4,3,1,1,0,1,1,1,163027.0193612717
NAD Junction,1254.922804308127,2,3,1,0,0,0,0,0,51634.67172122318
Lawsons Bay Colony,578.6117440198148,2,2,0,0,0,1,0,1,36293.70209472807
Guntur,3008.5538326514643,4,1,1,1,1,0,1,1,300536.80014988716
Vizianagaram,801.7347998460909,1,2,0,1,0,1,1,0,40511.7767180371
Simhachalam,2589.950200027978,3,2,0,1,1,1,0,0,79561.31274739986
Ichchapuram,1411.779100600801,1,3,0,0,1,1,1,0,50288.23397157439
Kottayam,1024.5857812780791,4,1,0,0,0,0,0,1,51208.42771159482
Aligarh,1767.105482509543,2,1,1,1,1,1,0,0,62457.009249206385
Kailasagiri,3285.204794402633,3,3,0,0,0,0,0,1,109043.87268450634
Itanagar,1811.5368768564617,2,2,0,1,0,0,1,0,118661.78434909647
Sahibganj,3102.770737159801,4,3,0,1,1,1,1,1,134678.59274692257
Guntur,851.7506684769425,1,1,0,0,1,0,0,1,52235.72377838276
Tenali,3181.9771107942847,3,3,1,1,1,0,0,1,245737.34692316226
Khandwa,1252.9599696639352,2,1,1,0,1,0,0,1,70192.41187645897
Guntur,2838.615267599942,2,2,1,0,1,1,0,0,261252.5451860768
Thiruvananthapuram,2436.813597427587,2,1,0,1,0,0,1,0,141696.55862737878
Raipur,3744.9209819620746,1,2,1,0,1,0,0,1,149723.2441998214
Baramulla,1794.3610647111304,3,2,1,1,0,1,0,0,127585.6100445437
Chandigarh,638.1946798039857,1,1,0,0,0,1,1,1,35867.7270710391
Tekkali,468.95974798451044,1,1,1,1,1,0,0,0,21934.01555347554
Raichur,3376.6908195019114,1,2,0,1,1,0,0,0,186712.98545368933
Ambattur,2289.048295581156,4,3,1,1,1,0,0,1,119949.05341245458
Vasai-Virar,3190.8785866058174,4,1,1,0,1,0,0,1,253359.39357411474
Tenali,1243.9321600414528,4,2,1,1,1,1,0,0,126638.93529869936
Imphal,1642.3014838476415,3,2,1,0,0,1,1,1,102949.39954762868
Faridabad,508.3739399607482,1,3,0,0,0,0,1,0,22980.364545639113
Wardha,3861.372368466804,1,1,0,0,0,1,1,0,180442.8774234486
Hazaribagh,2804.3244641229285,4,2,1,0,1,0,1,0,172530.22398047024
Karnal,3759.5383159335024,1,3,0,0,1,1,0,1,227258.5772262813
Duvvada,1355.7870667446605,1,2,1,1,0,1,1,1,83754.56615465456
Rewa,2601.2690004123792,2,1,1,0,1,0,1,0,98119.32143839383
Nanded,2842.5998858534963,1,3,1,1,1,0,1,1,197373.69132946746
Baripada,1543.1789209273184,2,2,1,1,1,0,1,1,58055.90046984059
Palasa,3453.1932460562684,1,3,1,0,0,0,1,0,101882.14732585354
Asansol,3809.781266440892,3,1,1,1,1,1,1,1,374224.9746821537
Lawsons Bay Colony,3585.4784237056156,4,3,0,1,0,1,1,1,120113.82951089315
Rewa,3060.641113381741,2,1,0,0,1,0,1,0,194757.08929725375
Beach Road,1398.8728470098345,4,2,1,1,1,1,0,1,81448.21159137835
Diu,1413.8177515802743,2,1,0,0,0,1,1,0,103483.72364005618
Simhachalam,3868.0971536057364,2,2,1,0,1,0,0,1,143871.03087980818
Mumbai,437.0241853684913,2,2,0,0,1,0,1,1,52421.36736740566
Tirupati,2977.77990367172,3,1,0,1,1,1,1,0,135207.47784264892
Bhiwandi,2942.486185198944,1,2,0,1,0,0,1,0,112188.6553816406
Alappuzha,2641.6823474192706,2,3,1,1,1,0,0,1,129006.58714398308
Chikmagalur,3964.3918459127167,3,2,0,1,1,1,0,0,177168.6685105733
Navsari,1522.7659687494108,2,1,1,0,1,1,1,0,49365.52997459336
Dabagardens,1623.8987096556934,1,3,1,0,1,0,0,1,54431.40696490344
Thrissur,684.1818506075999,2,3,1,1,1,1,1,0,35229.74089121615
Madhurawada,1994.073291557455,3,2,0,0,0,0,0,1,99972.8018058486
Avadi,1339.774694445453,1,2,0,1,0,0,0,1,84510.9301935708
Vepagunta,1636.1921278395191,3,1,0,0,1,1,0,0,103570.9573891477
Vepagunta,3404.45844492026,1,3,1,0,1,1,1,1,105317.82769064262
Darbhanga,3767.744248698985,1,1,1,0,0,0,0,0,162230.50826437678
Jodhpur,1068.6390592186683,4,2,0,0,1,0,0,1,73454.88444831078
HB Colony,1741.0321535924772,4,3,1,0,1,0,1,0,85611.85084998261
Bokaro,3743.0700236154184,4,1,0,1,1,1,0,0,142059.11131238285
Churu,622.5104584812015,1,1,0,1,1,0,1,1,43921.429286962746
Panipat,732.4979012009626,2,1,0,0,1,1,1,0,44121.28712299269
Nizamabad,986.0475611424257,3,1,0,1,1,0,0,0,53654.23123779462
Diu,2542.7662028567493,3,1,1,0,1,1,1,0,102326.22994451426
Noida,941.7001756215909,3,3,0,0,1,0,0,1,90308.56015260136
Kharagpur,3885.0749732226404,4,1,0,0,0,1,0,1,145215.59732705262
Pali,2008.1722981306732,1,3,0,0,0,0,1,0,69261.59646299432
Nellore,2205.464657260599,4,1,0,1,1,0,0,0,88641.87178307204
NAD Junction,1287.9710168994634,2,2,0,0,1,0,0,1,43331.19577441716
Bangalore,2095.4569087650407,1,2,0,1,1,0,1,1,55705.74957462708
Chhapra,2782.8890774932415,3,1,0,0,1,1,1,1,144000.2912494128
Vasai-Virar,3104.237693034554,4,2,1,0,0,1,0,0,115685.18017250091
Coimbatore,3113.9250977556867,4,3,1,1,0,1,1,1,131592.8792143357
Morena,2480.408005698718,2,1,1,0,0,1,1,0,108388.3376346647
Vadodara,3655.695189977886,2,3,1,0,0,1,1,1,224170.3215299647
Sambalpur,3342.668250301994,4,1,0,1,1,0,1,0,183243.94616221203
Kavali,3125.3732129150517,2,2,1,1,1,1,0,1,130754.98595598017
Nellore,600.1798780496582,3,3,1,1,1,1,0,0,54942.076030870536
Cachar,424.76066399073756,2,2,1,0,0,1,1,1,32063.16515384386
Anakapalle,1164.8101979037028,2,2,0,0,1,1,0,1,72096.22225228707
Nawada,2788.684938088428,4,1,1,1,1,0,1,0,121290.84182748481
